point,dateBegin,dateEnd,time,contact,phone,event,url
竹塹龍聖太子宮,2020-12-26,2020-12-26,13時30分至14時30分,劉先生,,至下營上帝廟參訪,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7735788
新埔九鳳宮,2022-01-01,2022-01-01,13時30分至15時,蕭小姐,,至下營上帝廟參訪,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7863584
