point,dateBegin,dateEnd,time,contact,phone,event,url
慈明寺,2020-08-01,2020-08-01,6時至20時,陳先生,6981485,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7699133
新中府天宮,2021-03-07,2021-03-07,3時至22時,蔡先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7749566
