point,dateBegin,dateEnd,time,contact,phone,event,url
三界觀音家教道德健康收圓方便法門,2021-02-15,2021-02-15,16時至17時,魏小姐,,至下營上帝廟參訪,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7745691
旨諭宮,2021-03-06,2021-03-06,13時30分至14時,陳先生,,至下營上帝廟參訪,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7749566
