point,dateBegin,dateEnd,time,contact,phone,event,url
大眾廟,2020-09-13,2020-09-13,6時至23時,邱先生,6522205,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
護庇宮,2021-12-24,2021-12-28,6時至22時,王先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7852681
