point,dateBegin,dateEnd,time,contact,phone,event,url
台南永康玉勅邢台,2020-11-07,2020-11-07,整日,楊先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7726460
瑤池代天府,2020-06-27,2020-06-27,8時至18時,李先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7682199
昭佑宮,2020-06-27,2020-06-27,15時至22時,蔡先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7682199
和信府,2020-06-27,2020-06-27,整日,,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7682199
濟陽堂,2020-06-27,2020-06-27,整日,,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7682199
二路元帥廟,2020-06-27,2020-06-27,整日,李先生,,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7682199
歸仁興安宮,2020-07-04,2020-07-04,6時至23時,施先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7683756
封案宮,2020-06-21,2020-06-21,9時至14時,陳先生,,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7680235
龍潭天壇,2020-06-21,2020-06-21,6時至20時,劉先生,2325293,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7680235
龍潭天壇,2021-08-28,2021-08-28,13時30分至16時30分,劉先生,,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7795195
永康三邑太子壇,2020-10-24,2020-10-24,13時至21時,莊先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
慈母宮,2021-12-12,2021-12-12,8時至22時,王先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7851382
大灣南巡宮,2021-08-21,2021-08-21,14時至17時,李先生,2056553,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7793842
大灣南巡宮,2021-12-27,2022-01-05,整日,黃先生,,建醮普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7863584
五王府,2021-08-15,2021-08-15,13時至17時,葉先生,2328479,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7792639
五王府,2021-12-18,2021-12-18,18時至21時,魏先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7852681
姑婆廟,2021-05-19,2021-05-19,7時至18時,徐先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7763717
臺南聚保堂,2021-11-28,2021-11-28,3時30分至17時,陳先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7845271
英靈廟,2021-08-15,2021-08-15,13時至17時,許先生,2322450,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7792639
禹帝宮,2021-08-15,2021-08-15,13時至17時,盧先生,2541432,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7792639
進安宮,2021-08-19,2021-08-19,13時至17時,王先生,2328676,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7792639
開天宮,2021-08-22,2021-08-22,18時至21時,劉先生,2328901,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7793842
鎮南宮,2021-08-26,2021-08-26,13時至17時,林先生,2543475,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7793842
廣興宮,2021-08-27,2021-08-27,13時至17時,董先生,2711458,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7793842
慈聖宮,2021-08-28,2021-08-28,13時至17時,戴先生,2322370,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7793842
天后宮,2021-08-29,2021-08-29,13時30分至16時30分,黃先生,,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7795195
保寧宮,2021-08-29,2021-08-29,13時30分至17時,曾先生,,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7795195
國聖宮,2021-08-30,2021-08-30,13時至17時,鄭先生,,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7793842
凌霄寶殿,2021-08-30,2021-08-30,13時至17時,王先生,,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7793842
聖龍宮,2021-08-30,2021-08-30,13時至17時,黃先生,2012805,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7795195
大灣清水宮,2021-09-05,2021-09-05,13時至17時,黃先生,,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7796787
聖巡代天府,2021-09-05,2021-09-05,13時至17時,李先生,2710023,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7796787
烏竹三千宮,2021-04-24,2021-04-24,18時至21時,陳先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7757705
慈聖堂,2021-04-24,2021-04-24,13時至22時,陳先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7757705
威敬會,2021-04-10,2021-04-10,12時至21時,黃先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7756056
大灣城隍宮,2021-04-18,2021-04-18,7時至17時,李先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7757705
二帝府,2021-04-03,2021-04-03,15時30分至22時,董先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7753540
