point,dateBegin,dateEnd,time,contact,phone,event,url
龍山宮,2020-09-16,2020-09-16,12時至18時,蔡先生,7871058,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
龍山宮,2020-10-25,2020-10-25,7時至22時,蔡先生,7871058,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
龍山宮,2020-10-26,2020-10-26,7時至22時,蔡先生,7871058,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
龍山宮,2020-11-29,2020-11-29,7時至22時,蔡先生,7871058,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7730292
龍山宮,2021-01-28,2021-01-28,19時至20時,蔡先生,7871058,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7740591
龍山宮,2021-02-20,2021-02-20,8時至21時,蔡先生,7871058,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7745691
龍山宮,2021-09-05,2021-09-05,13時至17時,蔡先生,7871058,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7796787
龍山宮,2021-10-14,2021-10-14,7時至22時,王先生,7871058,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7804288
龍山宮,2021-10-20,2021-10-20,7時至22時,王先生,7871058,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7805503
龍山宮,2021-12-31,2021-12-31,5時至21時,陳先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7852681
吉安宮,2020-08-06,2020-08-07,13時至22時,黃先生,7880250,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7701023
吉安宮,2020-10-29,2020-10-31,13時至21時,黃先生,7880250,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
吉安宮,2021-10-20,2021-10-20,13時至24時,黃先生,7880250,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7805503
德安宮,2020-08-07,2020-08-07,19時至22時,黃先生,7893532,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7701023
德安宮,2020-10-25,2020-10-25,19時至21時,黃小姐,7893532,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
德安宮,2021-10-14,2021-10-14,19時至21時,黃小姐,7893532,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7804288
龍安宮,2020-08-07,2020-08-07,7時至17時,許先生,7941253,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7701023
龍安宮,2020-11-21,2020-11-22,7時至22時,許先生,7941253,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7728934
龍安宮,2021-11-06,2021-11-07,整日,許先生,7941253,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7825097
頂山代天府,2020-10-30,2020-10-30,8時至18時,鐘先生,7800068,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
頂山代天府,2020-11-15,2020-11-15,6時至18時,鍾先生,7800068,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7727788
頂山代天府,2020-11-16,2020-11-23,6時至18時,鍾先生,7800068,建醮活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7728934
頂山代天府,2021-10-20,2021-10-20,8時至18時,鐘先生,7800068,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7805503
頂山代天府,2021-12-10,2021-12-12,整日,鐘先生,7800068,建醮,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7845271
竹港上天玉勅代天宮,2020-11-29,2020-11-29,10時至18時,郭先生,7895660,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7730292
竹港上天玉勅代天宮,2021-03-02,2021-03-02,10時至18時,郭先生,7895660,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7748249
玉安宮,2020-10-31,2020-10-31,8時至22時,楊先生,7895683,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
玉安宮,2020-11-29,2020-11-29,10時至18時,楊先生,7895683,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7730292
玉安宮,2021-03-14,2021-03-14,8時至20時,楊先生,7895683,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7749566
玉安宮,2021-04-26,2021-04-26,8時至20時,楊先生,7895638,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7757705
玉安宮,2021-10-20,2021-10-20,8時至22時,楊先生,7895683,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7805503
大寮龍安宮,2020-09-01,2020-09-01,13時至15時,郭先生,7872229,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7705618
大寮龍安宮,2020-11-04,2020-11-04,13時至15時,郭先生,7872229,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7720404
大寮龍安宮,2021-04-03,2021-04-03,13時至15時,郭先生,7872229,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7754933
大寮龍安宮,2021-04-26,2021-04-26,13時至15時,郭先生,7872229,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7757705
大寮龍安宮,2021-10-24,2021-10-24,8時至22時,郭先生,7872229,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7807265
龍德宮,2020-08-18,2020-08-18,8時至18時,陳先生,7880800,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7702467
龍德宮,2020-09-01,2020-09-01,8時至18時,陳先生,7880800,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7705618
龍德宮,2020-10-22,2020-10-23,13時至22時,陳先生,7880800,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
龍德宮,2021-10-11,2021-10-12,13時至22時,陳先生,7880800,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7804288
龍德宮,2021-12-19,2021-12-19,17時30分至19時30分,陳先生,7880800,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7852681
神帝府,2020-09-08,2020-09-08,8時至22時,黃先生,7881154,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
神帝府,2021-04-02,2021-04-03,8時至22時,黃先生,7881154,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7754933
神帝府,2021-08-23,2021-08-23,14時至18時,黃先生,7881154,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7793842
下義合保興宮,2020-06-25,2020-06-25,8時至20時,楊先生,7892950,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7680235
下義合保興宮,2020-10-25,2020-10-25,8時至22時,陳先生,7892950,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
下義合保興宮,2021-03-14,2021-03-14,8時至20時,陳先生,7892950,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7749566
下義合保興宮,2021-04-26,2021-04-26,8時至20時,陳先生,7892950,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7757705
下義合保興宮,2021-10-14,2021-10-14,8時至22時,楊先生,7892950,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7804288
文昌殿,2020-06-27,2020-06-28,7時至18時,賴先生,7892830,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7682199
阿立祖廟,2020-10-21,2020-10-21,9時至1時,郭先生,7872229,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7717263
阿立祖廟,2021-10-10,2021-10-10,9時至1時,陳先生,7871264,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7804288
天后宮,2020-10-24,2020-10-24,7時至22時,黃先生,7944155,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
天后宮,2021-10-20,2021-10-20,7時至22時,黃先生,7944155,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7805503
七股九龍宮,2020-10-24,2020-10-26,8時至22時,黃先生,7874436,遶境(七股里內),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
七股九龍宮,2021-10-20,2021-10-20,8時至22時,黃先生,7874436,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7805503
寶龍宮,2020-10-31,2020-10-31,7時30分至24時,黃先生,7871149,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
寶龍宮,2021-10-24,2021-10-24,17時至20時,黃先生,7871149,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7807265
寶龍宮,2021-10-28,2021-10-28,8時至22時,黃先生,7871149,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7807265
南千宮,2020-10-30,2020-10-31,8時至22時,王先生,7873379,遶境(玉成里內),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
南千宮,2021-10-20,2021-10-20,8時至22時,王先生,7873379,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7805503
永興宮,2021-05-12,2021-05-13,8時至22時,黃先生,7871386,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7762329
永興宮,2021-11-30,2021-12-06,整日,黃先生,7941253,建醮,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7845271
永興宮,2021-12-11,2021-12-11,7時至21時,黃先生,7941253,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7851382
永興宮,2021-12-19,2021-12-19,18時至20時,黃先生,7941253,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7852681
南聖宮,2021-05-08,2021-05-09,8時至22時,陳先生,,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7762329
城內天南宮,2021-05-21,2021-05-22,8時至22時,金先生,7971906,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7763717
境安宮,2021-02-17,2021-02-17,7時至22時,黃先生,7893080,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7745691
境安宮,2021-02-20,2021-02-20,7時至22時,黃先生,7893080,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7745691
境安宮,2021-04-22,2021-04-22,8時至20時,黃先生,7893080,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7757705
玉龍宮,2021-02-19,2021-02-21,8時至22時,周先生,7874731,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7745691
篤加玉勅文衡殿,2021-02-20,2021-02-20,8時至21時,邱先生,7872069,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7745691
玉敕寶安宮,2021-08-22,2021-08-22,14時至18時,黃先生,7891009,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7793842
福安宮,2021-04-24,2021-04-25,9時至20時,陳先生,7892139,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7757705
保安宮,2021-04-22,2021-04-26,8時至20時,潘先生,,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7757705
雲宮,2021-04-29,2021-04-29,8時至17時,謝先生,7871884,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7757705
隆明宮,2021-03-28,2021-03-30,7時至22時,黃先生,7872078,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7753540
隆明宮,2021-09-12,2021-09-12,整日,黃先生,7872078,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7796787
竹港上天玉敕代天宮,2021-03-02,2021-03-02,10時至18時,郭先生,7895660,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7749566
